time,step-size,{inspector}.inspectorInstance.uav1goToNext,{inspector}.inspectorInstance.uav2goToNext,{inspector}.inspectorInstance.uav3goToNext,{inspector}.inspectorInstance.uav4goToNext,{uavCont}.controller1.onStation,{uavCont}.controller1.pitchOut,{uavCont}.controller1.rollOut,{uavCont}.controller1.throttleOut,{uavCont}.controller1.yawOut,{uavCont}.controller2.onStation,{uavCont}.controller2.pitchOut,{uavCont}.controller2.rollOut,{uavCont}.controller2.throttleOut,{uavCont}.controller2.yawOut,{uavCont}.controller3.onStation,{uavCont}.controller3.pitchOut,{uavCont}.controller3.rollOut,{uavCont}.controller3.throttleOut,{uavCont}.controller3.yawOut,{uavCont}.controller4.onStation,{uavCont}.controller4.pitchOut,{uavCont}.controller4.rollOut,{uavCont}.controller4.throttleOut,{uavCont}.controller4.yawOut,{uav}.uav1.batteryCharge,{uav}.uav1.currentPitch,{uav}.uav1.currentRoll,{uav}.uav1.currentYaw,{uav}.uav1.posX,{uav}.uav1.posY,{uav}.uav1.posZ,{uav}.uav1.velX,{uav}.uav1.velY,{uav}.uav1.velZ,{uav}.uav2.batteryCharge,{uav}.uav2.currentPitch,{uav}.uav2.currentRoll,{uav}.uav2.currentYaw,{uav}.uav2.posX,{uav}.uav2.posY,{uav}.uav2.posZ,{uav}.uav2.velX,{uav}.uav2.velY,{uav}.uav2.velZ,{uav}.uav3.batteryCharge,{uav}.uav3.currentPitch,{uav}.uav3.currentRoll,{uav}.uav3.currentYaw,{uav}.uav3.posX,{uav}.uav3.posY,{uav}.uav3.posZ,{uav}.uav3.velX,{uav}.uav3.velY,{uav}.uav3.velZ,{uav}.uav4.batteryCharge,{uav}.uav4.currentPitch,{uav}.uav4.currentRoll,{uav}.uav4.currentYaw,{uav}.uav4.posX,{uav}.uav4.posY,{uav}.uav4.posZ,{uav}.uav4.velX,{uav}.uav4.velY,{uav}.uav4.velZ
10.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6385.064655,0,0,51,102,180,0,10,0,0,6385.064655,0,0,51,-102,180,0,-10,0,0,6385.064655,0,0,51,0,180,102,0,0,10,6385.064655,0,0,51,0,180,-102,0,0,-10
10.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6383.156714,0,0,52,104,180,0,10,0,0,6383.156714,0,0,52,-104,180,0,-10,0,0,6383.156714,0,0,52,0,180,104,0,0,10,6383.156714,0,0,52,0,180,-104,0,0,-10
10.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6381.248773,0,0,53,106,180,0,10,0,0,6381.248773,0,0,53,-106,180,0,-10,0,0,6381.248773,0,0,53,0,180,106,0,0,10,6381.248773,0,0,53,0,180,-106,0,0,-10
10.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6379.340832,0,0,54,108,180,0,10,0,0,6379.340832,0,0,54,-108,180,0,-10,0,0,6379.340832,0,0,54,0,180,108,0,0,10,6379.340832,0,0,54,0,180,-108,0,0,-10
10.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6377.432891,0,0,55,110,180,0,10,0,0,6377.432891,0,0,55,-110,180,0,-10,0,0,6377.432891,0,0,55,0,180,110,0,0,10,6377.432891,0,0,55,0,180,-110,0,0,-10
11.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6375.52495,0,0,56,112,180,0,10,0,0,6375.52495,0,0,56,-112,180,0,-10,0,0,6375.52495,0,0,56,0,180,112,0,0,10,6375.52495,0,0,56,0,180,-112,0,0,-10
11.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6373.617009,0,0,57,114,180,0,10,0,0,6373.617009,0,0,57,-114,180,0,-10,0,0,6373.617009,0,0,57,0,180,114,0,0,10,6373.617009,0,0,57,0,180,-114,0,0,-10
11.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6371.709068,0,0,58,116,180,0,10,0,0,6371.709068,0,0,58,-116,180,0,-10,0,0,6371.709068,0,0,58,0,180,116,0,0,10,6371.709068,0,0,58,0,180,-116,0,0,-10
11.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6369.801127,0,0,59,118,180,0,10,0,0,6369.801127,0,0,59,-118,180,0,-10,0,0,6369.801127,0,0,59,0,180,118,0,0,10,6369.801127,0,0,59,0,180,-118,0,0,-10
11.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6367.893186,0,0,60,120,180,0,10,0,0,6367.893186,0,0,60,-120,180,0,-10,0,0,6367.893186,0,0,60,0,180,120,0,0,10,6367.893186,0,0,60,0,180,-120,0,0,-10
12.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6365.985245,0,0,61,122,180,0,10,0,0,6365.985245,0,0,61,-122,180,0,-10,0,0,6365.985245,0,0,61,0,180,122,0,0,10,6365.985245,0,0,61,0,180,-122,0,0,-10
12.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6364.077304,0,0,62,124,180,0,10,0,0,6364.077304,0,0,62,-124,180,0,-10,0,0,6364.077304,0,0,62,0,180,124,0,0,10,6364.077304,0,0,62,0,180,-124,0,0,-10
12.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6362.169363,0,0,63,126,180,0,10,0,0,6362.169363,0,0,63,-126,180,0,-10,0,0,6362.169363,0,0,63,0,180,126,0,0,10,6362.169363,0,0,63,0,180,-126,0,0,-10
12.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6360.261422,0,0,64,128,180,0,10,0,0,6360.261422,0,0,64,-128,180,0,-10,0,0,6360.261422,0,0,64,0,180,128,0,0,10,6360.261422,0,0,64,0,180,-128,0,0,-10
12.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6358.353481,0,0,65,130,180,0,10,0,0,6358.353481,0,0,65,-130,180,0,-10,0,0,6358.353481,0,0,65,0,180,130,0,0,10,6358.353481,0,0,65,0,180,-130,0,0,-10
13.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6356.44554,0,0,66,132,180,0,10,0,0,6356.44554,0,0,66,-132,180,0,-10,0,0,6356.44554,0,0,66,0,180,132,0,0,10,6356.44554,0,0,66,0,180,-132,0,0,-10
13.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6354.537599,0,0,67,134,180,0,10,0,0,6354.537599,0,0,67,-134,180,0,-10,0,0,6354.537599,0,0,67,0,180,134,0,0,10,6354.537599,0,0,67,0,180,-134,0,0,-10
13.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6352.629658,0,0,68,136,180,0,10,0,0,6352.629658,0,0,68,-136,180,0,-10,0,0,6352.629658,0,0,68,0,180,136,0,0,10,6352.629658,0,0,68,0,180,-136,0,0,-10
13.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6350.721717,0,0,69,138,180,0,10,0,0,6350.721717,0,0,69,-138,180,0,-10,0,0,6350.721717,0,0,69,0,180,138,0,0,10,6350.721717,0,0,69,0,180,-138,0,0,-10
13.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6348.813776,0,0,70,140,180,0,10,0,0,6348.813776,0,0,70,-140,180,0,-10,0,0,6348.813776,0,0,70,0,180,140,0,0,10,6348.813776,0,0,70,0,180,-140,0,0,-10
14.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6346.905835,0,0,71,142,180,0,10,0,0,6346.905835,0,0,71,-142,180,0,-10,0,0,6346.905835,0,0,71,0,180,142,0,0,10,6346.905835,0,0,71,0,180,-142,0,0,-10
14.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6344.997894,0,0,72,144,180,0,10,0,0,6344.997894,0,0,72,-144,180,0,-10,0,0,6344.997894,0,0,72,0,180,144,0,0,10,6344.997894,0,0,72,0,180,-144,0,0,-10
14.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6343.089953,0,0,73,146,180,0,10,0,0,6343.089953,0,0,73,-146,180,0,-10,0,0,6343.089953,0,0,73,0,180,146,0,0,10,6343.089953,0,0,73,0,180,-146,0,0,-10
14.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6341.182012,0,0,74,148,180,0,10,0,0,6341.182012,0,0,74,-148,180,0,-10,0,0,6341.182012,0,0,74,0,180,148,0,0,10,6341.182012,0,0,74,0,180,-148,0,0,-10
14.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6339.274071,0,0,75,150,180,0,10,0,0,6339.274071,0,0,75,-150,180,0,-10,0,0,6339.274071,0,0,75,0,180,150,0,0,10,6339.274071,0,0,75,0,180,-150,0,0,-10
15.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6337.36613,0,0,76,152,180,0,10,0,0,6337.36613,0,0,76,-152,180,0,-10,0,0,6337.36613,0,0,76,0,180,152,0,0,10,6337.36613,0,0,76,0,180,-152,0,0,-10
15.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6335.458189,0,0,77,154,180,0,10,0,0,6335.458189,0,0,77,-154,180,0,-10,0,0,6335.458189,0,0,77,0,180,154,0,0,10,6335.458189,0,0,77,0,180,-154,0,0,-10
15.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6333.550248,0,0,78,156,180,0,10,0,0,6333.550248,0,0,78,-156,180,0,-10,0,0,6333.550248,0,0,78,0,180,156,0,0,10,6333.550248,0,0,78,0,180,-156,0,0,-10
15.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6331.642307,0,0,79,158,180,0,10,0,0,6331.642307,0,0,79,-158,180,0,-10,0,0,6331.642307,0,0,79,0,180,158,0,0,10,6331.642307,0,0,79,0,180,-158,0,0,-10
15.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6329.734366,0,0,80,160,180,0,10,0,0,6329.734366,0,0,80,-160,180,0,-10,0,0,6329.734366,0,0,80,0,180,160,0,0,10,6329.734366,0,0,80,0,180,-160,0,0,-10
16.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6327.826425,0,0,81,162,180,0,10,0,0,6327.826425,0,0,81,-162,180,0,-10,0,0,6327.826425,0,0,81,0,180,162,0,0,10,6327.826425,0,0,81,0,180,-162,0,0,-10
16.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6325.918484,0,0,82,164,180,0,10,0,0,6325.918484,0,0,82,-164,180,0,-10,0,0,6325.918484,0,0,82,0,180,164,0,0,10,6325.918484,0,0,82,0,180,-164,0,0,-10
16.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6324.010543,0,0,83,166,180,0,10,0,0,6324.010543,0,0,83,-166,180,0,-10,0,0,6324.010543,0,0,83,0,180,166,0,0,10,6324.010543,0,0,83,0,180,-166,0,0,-10
16.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6322.102602,0,0,84,168,180,0,10,0,0,6322.102602,0,0,84,-168,180,0,-10,0,0,6322.102602,0,0,84,0,180,168,0,0,10,6322.102602,0,0,84,0,180,-168,0,0,-10
16.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6320.194661,0,0,85,170,180,0,10,0,0,6320.194661,0,0,85,-170,180,0,-10,0,0,6320.194661,0,0,85,0,180,170,0,0,10,6320.194661,0,0,85,0,180,-170,0,0,-10
17.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6318.28672,0,0,86,172,180,0,10,0,0,6318.28672,0,0,86,-172,180,0,-10,0,0,6318.28672,0,0,86,0,180,172,0,0,10,6318.28672,0,0,86,0,180,-172,0,0,-10
17.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6316.378779,0,0,87,174,180,0,10,0,0,6316.378779,0,0,87,-174,180,0,-10,0,0,6316.378779,0,0,87,0,180,174,0,0,10,6316.378779,0,0,87,0,180,-174,0,0,-10
17.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6314.470838,0,0,88,176,180,0,10,0,0,6314.470838,0,0,88,-176,180,0,-10,0,0,6314.470838,0,0,88,0,180,176,0,0,10,6314.470838,0,0,88,0,180,-176,0,0,-10
17.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6312.562897,0,0,89,178,180,0,10,0,0,6312.562897,0,0,89,-178,180,0,-10,0,0,6312.562897,0,0,89,0,180,178,0,0,10,6312.562897,0,0,89,0,180,-178,0,0,-10
17.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6310.654956,0,0,90,180,180,0,10,0,0,6310.654956,0,0,90,-180,180,0,-10,0,0,6310.654956,0,0,90,0,180,180,0,0,10,6310.654956,0,0,90,0,180,-180,0,0,-10
18.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6308.747015,0,0,91,182,180,0,10,0,0,6308.747015,0,0,91,-182,180,0,-10,0,0,6308.747015,0,0,91,0,180,182,0,0,10,6308.747015,0,0,91,0,180,-182,0,0,-10
18.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6306.839074,0,0,92,184,180,0,10,0,0,6306.839074,0,0,92,-184,180,0,-10,0,0,6306.839074,0,0,92,0,180,184,0,0,10,6306.839074,0,0,92,0,180,-184,0,0,-10
18.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6304.931133,0,0,93,186,180,0,10,0,0,6304.931133,0,0,93,-186,180,0,-10,0,0,6304.931133,0,0,93,0,180,186,0,0,10,6304.931133,0,0,93,0,180,-186,0,0,-10
18.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6303.023192,0,0,94,188,180,0,10,0,0,6303.023192,0,0,94,-188,180,0,-10,0,0,6303.023192,0,0,94,0,180,188,0,0,10,6303.023192,0,0,94,0,180,-188,0,0,-10
18.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6301.115251,0,0,95,190,180,0,10,0,0,6301.115251,0,0,95,-190,180,0,-10,0,0,6301.115251,0,0,95,0,180,190,0,0,10,6301.115251,0,0,95,0,180,-190,0,0,-10
19.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6299.20731,0,0,96,192,180,0,10,0,0,6299.20731,0,0,96,-192,180,0,-10,0,0,6299.20731,0,0,96,0,180,192,0,0,10,6299.20731,0,0,96,0,180,-192,0,0,-10
19.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6297.299369,0,0,97,194,180,0,10,0,0,6297.299369,0,0,97,-194,180,0,-10,0,0,6297.299369,0,0,97,0,180,194,0,0,10,6297.299369,0,0,97,0,180,-194,0,0,-10
19.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6295.391428,0,0,98,196,180,0,10,0,0,6295.391428,0,0,98,-196,180,0,-10,0,0,6295.391428,0,0,98,0,180,196,0,0,10,6295.391428,0,0,98,0,180,-196,0,0,-10
19.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6293.483487,0,0,99,198,180,0,10,0,0,6293.483487,0,0,99,-198,180,0,-10,0,0,6293.483487,0,0,99,0,180,198,0,0,10,6293.483487,0,0,99,0,180,-198,0,0,-10
19.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6291.575546,0,0,100,200,180,0,10,0,0,6291.575546,0,0,100,-200,180,0,-10,0,0,6291.575546,0,0,100,0,180,200,0,0,10,6291.575546,0,0,100,0,180,-200,0,0,-10
20.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6289.667605,0,0,101,202,180,0,10,0,0,6289.667605,0,0,101,-202,180,0,-10,0,0,6289.667605,0,0,101,0,180,202,0,0,10,6289.667605,0,0,101,0,180,-202,0,0,-10
20.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6287.759664,0,0,102,204,180,0,10,0,0,6287.759664,0,0,102,-204,180,0,-10,0,0,6287.759664,0,0,102,0,180,204,0,0,10,6287.759664,0,0,102,0,180,-204,0,0,-10
20.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6285.851723,0,0,103,206,180,0,10,0,0,6285.851723,0,0,103,-206,180,0,-10,0,0,6285.851723,0,0,103,0,180,206,0,0,10,6285.851723,0,0,103,0,180,-206,0,0,-10
20.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6283.943782,0,0,104,208,180,0,10,0,0,6283.943782,0,0,104,-208,180,0,-10,0,0,6283.943782,0,0,104,0,180,208,0,0,10,6283.943782,0,0,104,0,180,-208,0,0,-10
20.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6282.035841,0,0,105,210,180,0,10,0,0,6282.035841,0,0,105,-210,180,0,-10,0,0,6282.035841,0,0,105,0,180,210,0,0,10,6282.035841,0,0,105,0,180,-210,0,0,-10
21.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6280.1279,0,0,106,212,180,0,10,0,0,6280.1279,0,0,106,-212,180,0,-10,0,0,6280.1279,0,0,106,0,180,212,0,0,10,6280.1279,0,0,106,0,180,-212,0,0,-10
21.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6278.219959,0,0,107,214,180,0,10,0,0,6278.219959,0,0,107,-214,180,0,-10,0,0,6278.219959,0,0,107,0,180,214,0,0,10,6278.219959,0,0,107,0,180,-214,0,0,-10
21.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6276.312018,0,0,108,216,180,0,10,0,0,6276.312018,0,0,108,-216,180,0,-10,0,0,6276.312018,0,0,108,0,180,216,0,0,10,6276.312018,0,0,108,0,180,-216,0,0,-10
21.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6274.404077,0,0,109,218,180,0,10,0,0,6274.404077,0,0,109,-218,180,0,-10,0,0,6274.404077,0,0,109,0,180,218,0,0,10,6274.404077,0,0,109,0,180,-218,0,0,-10
21.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6272.496136,0,0,110,220,180,0,10,0,0,6272.496136,0,0,110,-220,180,0,-10,0,0,6272.496136,0,0,110,0,180,220,0,0,10,6272.496136,0,0,110,0,180,-220,0,0,-10
22.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6270.588195,0,0,111,222,180,0,10,0,0,6270.588195,0,0,111,-222,180,0,-10,0,0,6270.588195,0,0,111,0,180,222,0,0,10,6270.588195,0,0,111,0,180,-222,0,0,-10
22.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6268.680254,0,0,112,224,180,0,10,0,0,6268.680254,0,0,112,-224,180,0,-10,0,0,6268.680254,0,0,112,0,180,224,0,0,10,6268.680254,0,0,112,0,180,-224,0,0,-10
22.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6266.772313,0,0,113,226,180,0,10,0,0,6266.772313,0,0,113,-226,180,0,-10,0,0,6266.772313,0,0,113,0,180,226,0,0,10,6266.772313,0,0,113,0,180,-226,0,0,-10
22.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6264.864372,0,0,114,228,180,0,10,0,0,6264.864372,0,0,114,-228,180,0,-10,0,0,6264.864372,0,0,114,0,180,228,0,0,10,6264.864372,0,0,114,0,180,-228,0,0,-10
22.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6262.956431,0,0,115,230,180,0,10,0,0,6262.956431,0,0,115,-230,180,0,-10,0,0,6262.956431,0,0,115,0,180,230,0,0,10,6262.956431,0,0,115,0,180,-230,0,0,-10
23.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6261.04849,0,0,116,232,180,0,10,0,0,6261.04849,0,0,116,-232,180,0,-10,0,0,6261.04849,0,0,116,0,180,232,0,0,10,6261.04849,0,0,116,0,180,-232,0,0,-10
23.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6259.140549,0,0,117,234,180,0,10,0,0,6259.140549,0,0,117,-234,180,0,-10,0,0,6259.140549,0,0,117,0,180,234,0,0,10,6259.140549,0,0,117,0,180,-234,0,0,-10
23.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6257.232608,0,0,118,236,180,0,10,0,0,6257.232608,0,0,118,-236,180,0,-10,0,0,6257.232608,0,0,118,0,180,236,0,0,10,6257.232608,0,0,118,0,180,-236,0,0,-10
23.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6255.324667,0,0,119,238,180,0,10,0,0,6255.324667,0,0,119,-238,180,0,-10,0,0,6255.324667,0,0,119,0,180,238,0,0,10,6255.324667,0,0,119,0,180,-238,0,0,-10
23.9,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6253.416726,0,0,120,240,180,0,10,0,0,6253.416726,0,0,120,-240,180,0,-10,0,0,6253.416726,0,0,120,0,180,240,0,0,10,6253.416726,0,0,120,0,180,-240,0,0,-10
24.1,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6251.508785,0,0,121,242,180,0,10,0,0,6251.508785,0,0,121,-242,180,0,-10,0,0,6251.508785,0,0,121,0,180,242,0,0,10,6251.508785,0,0,121,0,180,-242,0,0,-10
24.3,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6249.600844,0,0,122,244,180,0,10,0,0,6249.600844,0,0,122,-244,180,0,-10,0,0,6249.600844,0,0,122,0,180,244,0,0,10,6249.600844,0,0,122,0,180,-244,0,0,-10
24.5,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6247.692903,0,0,123,246,180,0,10,0,0,6247.692903,0,0,123,-246,180,0,-10,0,0,6247.692903,0,0,123,0,180,246,0,0,10,6247.692903,0,0,123,0,180,-246,0,0,-10
24.7,0.2,1,1,1,1,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,0,0,-0.2,0.37,0,6245.784962,0,0,124,248,180,0,10,0,0,6245.784962,0,0,124,-248,180,0,-10,0,0,6245.784962,0,0,124,0,180,248,0,0,10,6245.784962,0,0,124,0,180,-248,0,0,-10
